"Recording_ID","Genus","Specific_epithet","Subspecies","English_name","Recordist","Country","Locality","Latitude","Longitude","Vocalization_type","Audio_file","License","Url","Quality","Time","Date","Altitude","Spectrogram_small","Spectrogram_med","Spectrogram_large","Spectrogram_full","Length","Uploaded","Other_species","Remarks","Bird_seen","Playback_used","Other_species1","Other_species2","Other_species3"
"154069","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154069/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154069","B","8:59","2010-05-27","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154069-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154069-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154069-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154069-full.png","3:46","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-ZR; lek-CCL. 100% confianza de ident. Dialecto metalico, garganta de lata, tuvo interaccion agresiva con A perchado 1.5 m y 2 m de altura borde de rio grabado a 5m.. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154068","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154068/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154068","B","8:35","2010-05-27","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154068-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154068-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154068-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154068-full.png","2:01","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-CZ; lek-CCL. en percha 3CZ auqn no observado, 50% confianza. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154067","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154067/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154067","B","8:06","2010-05-27","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154067-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154067-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154067-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154067-full.png","3:40","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-A; lek-CCL. 100% ident. Al borde del rio. Interacciones con ZR de territorio aledaño. . To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154066","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154066/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154066","B","7:59","2010-05-27","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154066-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154066-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154066-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154066-full.png","2:01","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-UN; lek-CCL. no observado, cercano a territorio de A con dialecto diferente. Podria ser metalico ZR. Muchas interacciones agresivas en ese punto. . To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154065","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154065/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154065","B","7:37","2010-05-27","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154065-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154065-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154065-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154065-full.png","3:43","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-R; lek-CCL. al lado de 1440-1020. podria ser RC. EN limite de territorio con VA. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154064","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154064/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154064","B","12:28","2010-05-26","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154064-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154064-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154064-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154064-full.png","6:49","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-VA; lek-CCL. en percha cerca de poste 1450-1000. Donde fue atrapado VA. Tarde lluviosa. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154063","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154063/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154063","B","8:29","2010-05-26","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154063-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154063-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154063-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154063-full.png","2:31","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-CZ; lek-CCL. observado a 10 m de distancia, primera grabacion de CZ 100% confianza, despues pausa no estaba seguro si era el mismo, probablememte. Cerca de parche de heliconias cercano al rio, dia nublado.. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154062","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154062/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154062","B","7:31","2010-05-26","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154062-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154062-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154062-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154062-full.png","3:18","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-NM; lek-CCL. perchado a 4m, en percha 3NM, baja actividad en lek. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154061","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154061/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154061","B","14:44","2010-05-25","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154061-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154061-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154061-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154061-full.png","4:20","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-ARC; lek-CCL. perchado a 1.4m, percha 2RC. 100% confianza id. Dia nublado poca actividad en lek. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"140627","Phaethornis","longirostris","","Long-billed Hermit","Fernand DEROUSSEN","Costa Rica","Colorado, Sarapiqui, Limon","10.5715","-83.5207","song","//www.xeno-canto.org/140627/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/140627","B","09:00","1997-11-24","20","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140627-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140627-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140627-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140627-full.png","0:15","2013-06-29","","Under the canopy","no","no",NA,NA,NA
"140617","Phaethornis","longirostris","","Long-billed Hermit","Fernand DEROUSSEN","Costa Rica","Colorado, Sarapiqui, Limon","10.5715","-83.5207","song","//www.xeno-canto.org/140617/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/140617","B","06:30","1997-11-25","20","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140617-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140617-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140617-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140617-full.png","0:37","2013-06-29","","","yes","no",NA,NA,NA
"140608","Phaethornis","longirostris","","Long-billed Hermit","Fernand DEROUSSEN","Costa Rica","Colorado, Sarapiqui, Limon","10.5715","-83.5207","song","//www.xeno-canto.org/140608/download","//creativecommons.org/licenses/by-nc-nd/3.0/","//www.xeno-canto.org/140608","B","07:00","1997-11-24","20","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140608-small.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140608-med.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140608-large.png","//www.xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC140608-full.png","0:31","2013-06-29","","","yes","no",NA,NA,NA
"125964","Phaethornis","longirostris","","Long-billed Hermit","Mike Nelson","Guatemala","Tikal National Park, Peten","17.2226","-89.6237","call","//www.xeno-canto.org/125964/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/125964","B","13:00","2013-03-10","240","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC125964-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC125964-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC125964-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC125964-full.png","0:30","2013-03-20","","One of several birds seen here, this recording was made of two birds chasing each other around the flowers in the picture. img:http://www.flickr.com/photos/madbirder/8558557592/in/set-72157632998567644/","yes","no",NA,NA,NA
"46976","Phaethornis","longirostris","cephalus","Long-billed Hermit","Mike Nelson","Panama","Torti, San Francisco Nature Reserve, Panama","8.9389","-78.4651","song","//www.xeno-canto.org/46976/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/46976","B","4:30pm","2009-01-18","300","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC46976-small.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC46976-med.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC46976-large.png","//www.xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC46976-full.png","0:16","2010-04-16","","Several birds at a lek","yes","no",NA,NA,NA
"15543","Phaethornis","longirostris","","Long-billed Hermit","Don Jones","Costa Rica","La Selva, Sarapiqui, Heredia","10.4314","-84.039","300","//www.xeno-canto.org/15543/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/15543","B","?","1993-12-06","?","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15543-small.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15543-med.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15543-large.png","//www.xeno-canto.org/sounds/uploaded/BCWZQTGMSO/ffts/XC15543-full.png","0:15","2008-11-20","","score for a single note","unknown","unknown",NA,NA,NA
"410599","Phaethornis","longirostris","","Long-billed Hermit","Kent Livezey","Panama","Pipeline Road, Soberania NP","9.1332","-79.7195","song, wing whirrs","//www.xeno-canto.org/410599/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/410599","C","06:44","2017-05-06","70","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC410599-small.png","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC410599-med.png","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC410599-large.png","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC410599-full.png","0:14","2018-04-12",NA,"Hermit hovered 1.5 m from my head, then called and zipped away. You may need headphones to hear the many wing whirrs.","yes","no","Trogon rufus","Poliocrania exsul",NA
"355346","Phaethornis","longirostris","","Long-billed Hermit","Kent Livezey","Panama","Torti, San Francisco Nature Reserve, Panama ","8.939","-78.465","song","//www.xeno-canto.org/355346/download","//creativecommons.org/licenses/by-nc-sa/4.0/","//www.xeno-canto.org/355346","C","17:24","2017-02-09","320","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC355346-small.png","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC355346-med.png","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC355346-large.png","//www.xeno-canto.org/sounds/uploaded/SZFQBBYSTI/ffts/XC355346-full.png","1:50","2017-02-11","","I was within 5 m of this singing hermit. Repetitive chips were punctuated with little falling phrases at 0:17 and 1:01.","yes","no",NA,NA,NA
"244815","Phaethornis","longirostris","","Long-billed Hermit","Oscar Humberto Marín Gómez","Colombia","Reserva Natural Cañon del Río Claro “ El Refugio”, Antioquia","5.8334","-74.8667","lek, song","//www.xeno-canto.org/244815/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/244815","C","09:35","2009-10-24","350","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244815-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244815-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244815-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244815-full.png","1:50","2015-05-23","","Borde de bosque..Reference:OHMAA_B_0127","no","no",NA,NA,NA
"244814","Phaethornis","longirostris","","Long-billed Hermit","Oscar Humberto Marín Gómez","Colombia","Reserva Natural Cañon del Río Claro “ El Refugio”, Antioquia","5.8334","-74.8667","lek, song","//www.xeno-canto.org/244814/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/244814","C","09:35","2009-10-24","350","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244814-small.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244814-med.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244814-large.png","//www.xeno-canto.org/sounds/uploaded/CSUHASNRSU/ffts/XC244814-full.png","2:09","2015-05-23","","Borde de bosque..Reference:OHMAA_A_2900","no","no",NA,NA,NA
"227583","Phaethornis","longirostris","","Long-billed Hermit","Peter Boesman","Mexico","Bonampak, Chiapas","16.7","-91.0833333333","song","//www.xeno-canto.org/227583/download","//creativecommons.org/licenses/by-nc-nd/4.0/","//www.xeno-canto.org/227583","C","07:30","2003-04-09","","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227583-small.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227583-med.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227583-large.png","//www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC227583-full.png","0:34","2015-03-23","","ID certainty 100%. (Archiv. tape 162 side B track 40 seq. B)","unknown","unknown",NA,NA,NA
"154161","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154161/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154161","C","9:19","2010-07-13","","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154161-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154161-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154161-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154161-full.png","2:10","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: a 20 m de percha de PHAE044. mismo individuo. A 10 m del sendero SJ., Sendero Jaguar 800, La Selva . To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"154080","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154080/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154080","C","9:09","2010-05-28","150","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154080-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154080-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154080-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154080-full.png","0:54","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-UN; lek-CCL. grabacion de indiv al otro lado del rio. No se observó. Usar para confirmar identificacion de VR.. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
"10426","Phaethornis","longirostris","baroni","Long-billed Hermit","Wouter Halfwerk","Ecuador","Naranjal-Cuenca road, Guayas","-2.1167","-79.8334","song","//www.xeno-canto.org/10426/download","//creativecommons.org/licenses/by-nc-nd/2.5/","//www.xeno-canto.org/10426","C","9:00","2006-10-23","800","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC10426-small.png","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC10426-med.png","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC10426-large.png","//www.xeno-canto.org/sounds/uploaded/DGHUWNTDBO/ffts/XC10426-full.png","0:05","2008-11-20","","","unknown","unknown",NA,NA,NA
"154071","Phaethornis","longirostris","","Long-billed Hermit","Marcelo Araya-Salas","Costa Rica","La Selva Biological Station, Sarapiqui, Heredia","10.430488","-84.00628","song","//www.xeno-canto.org/154071/download","//creativecommons.org/licenses/by-nc-sa/3.0/","//www.xeno-canto.org/154071","D","9:28","2010-05-27","150","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154071-small.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154071-med.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154071-large.png","//www.xeno-canto.org/sounds/uploaded/EMCWQLLKEW/ffts/XC154071-full.png","1:17","2013-11-11","","Recording equipment: Marantz Pmd 660+sennheiser ME67. Comments: individuo-CZ; lek-CCL. 2 m de altura percha, percha 5CZ. Dia nublado. To access original .WAV file contact marceloa27(at)gmail.com","yes","no",NA,NA,NA
